"HITID","TUNISIA","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"2OM6OQ1SNQQ73GLBXBHKKNR15PCQ6K","@TheBieberCutie @hanivaadilla we're in a war ppl are still dying day after day :( #prayfortunisia","A182JW8U6PO60U","angry","AMAAE4PQGWD99","sad","No","no_agreement","Sat Nov 10 16:24:54 UTC 2012"
"20P9KQW618N4J4BQ4NV55CETQ9FLN1","There goes my holiday to tunisia....","A182JW8U6PO60U","angry","A3I9UOCM5EXMR2","sad","No","no_agreement","Fri Nov 09 06:59:36 UTC 2012"
"21405BMJTUHY9CU4HJIAFS5WPXTLGT","@frasereC4 @scharlt Cos God forbid the average dim tourist should ever wonder what's really going on in a country they're visiting #tunisia","ATBZC1F0M7F2F","angry","A53VNQRRFQ785","sad","No","no_agreement","Mon Nov 12 14:24:27 UTC 2012"
"2NCFBNFSVGULSDNGK6XNO1FS6JL6K9","While in tunisia 25 people have been killed the rest of the world is commenting about whether it is a nice place for holiday or not!","A182JW8U6PO60U","angry","A53VNQRRFQ785","sympathetic","No","no_agreement","Sat Nov 10 22:21:02 UTC 2012"
"2WTNFSVGULF3MF67YX71NS3N1J68M2","Tunisia unrest: the role of social networking sites #socialmedia #tunisia http://ow.ly/3DLB0","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","hopeful","No","no_agreement","Sat Nov 10 16:27:27 UTC 2012"
"29AZVXX2Q45U7U4ZQQEI41NSBK2Q86","@xNih_Drew_Payne really ? that's a good thing to #freetunisia and yeah here too :)","A182JW8U6PO60U","anxious","A53VNQRRFQ785","hopeful","No","no_agreement","Sat Nov 10 22:20:29 UTC 2012"
"2BUF806UFBNF55U5DPU9DSW6QCO1F4","The demonstrators are embracing the soldiers http://is.gd/C1fOLd Chapeau #tunisia","A182JW8U6PO60U","anxious","A53VNQRRFQ785","hopeful","No","no_agreement","Sat Nov 10 22:29:37 UTC 2012"
"2RIRYNJ92NJKZAJMETKUPYW2JPC6BP","@MekkiBreezy iono if u'r awake or still sleeping xD but we got some good news in tunisia (well tunis.sfax and monastir...) holla at me :P","A182JW8U6PO60U","anxious","A2I8VBHRESMG9S","hopeful","No","no_agreement","Fri Nov 09 04:20:23 UTC 2012"
"292MT6YTWX4HGRG03E49HGI6LFEW1X","tunisian army must do somthing facing the killer cops ! #sidibouzid","A182JW8U6PO60U","anxious","A53VNQRRFQ785","hopeful","No","no_agreement","Fri Nov 09 23:40:03 UTC 2012"
"2GZHRRLFQ0ON055STU8OHEGRE3TQHM","@evanchill ben Ali's family has really escaped. they had to cam back beacuse of tunisians in Canada have found out and were waiting for em","A53VNQRRFQ785","anxious","A182JW8U6PO60U","hopeful","No","no_agreement","Sat Nov 10 22:26:13 UTC 2012"
"2TYW40SPW1INZRU9IEA3VAB6EB91EM","#sidibouzid #tunis #tunisia#tunisien be careful at the islamization of your revolution. What you've done is turning point in the region","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","hopeful","No","no_agreement","Sat Nov 10 16:26:18 UTC 2012"
"20I11K274J79X0AHTIE4EUXFF9RDF6","A Tunisian Girl blogs about what's going on in her home country  http://www.atunisiangirl.blogspot.com/ via @addthis #Tunisia #Sidibouzid","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:25:39 UTC 2012"
"2JV5NQYN5F3QDTUGL8DNKWYB7528CK","A compilation of Tweets from the developing situation in #Tunisia: http://chirpstory.com/li/482 #sidibouzid #jasminrevolt #optunisia","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:25:00 UTC 2012"
"2Y7CGJ2D21O39FBSSTGP0I2K1AC6CW","News - Authorities urged to release or charge Tunisian activists http://bit.ly/eRU4BU #humanrights #tunisia via @AmnestyOnline #opTunisia","A53VNQRRFQ785","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:27:28 UTC 2012"
"2PZ88MQU6L5OO5QTT1OXCAIJI32VCB","#Tunisia: protesters return to the streets http://edition.cnn.com/2011/WORLD/africa/01/14/tunisia.protests/","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:29:49 UTC 2012"
"2H6NNVRH1KHOMOU23HXN39LKZ3JPYS","Are there democratic leaders able to fill the power vacuum should #sidibouzid uprising turn into the #jasminrevolution ? #tunisia","A53VNQRRFQ785","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:29:19 UTC 2012"
"2WGQS1CSTMOFA1R3WS31MYDN0F2QNV","There are protests in tunisia hahaha shit","A182JW8U6PO60U","anxious","AMAAE4PQGWD99","none","No","no_agreement","Sat Nov 10 16:27:50 UTC 2012"
"2F736XBAT2D500CYXPUQ8JG5WU940G","Central Bank officers witness huge money export  #tunisia #sidibouzid","A53VNQRRFQ785","anxious","A182JW8U6PO60U","none","No","no_agreement","Fri Nov 09 23:39:01 UTC 2012"
"21MF0OHOVR14V7YZUV02PECWD2K451","@lukastamutis Thanks Lukas:) you are the Best :') #prayfortunisia","A182JW8U6PO60U","anxious","AMAAE4PQGWD99","none","No","no_agreement","Sat Nov 10 16:27:22 UTC 2012"
"28GNJ92NJKM0IL0UL48Y42GTS5E8DK","Billiant tweet by @guerillakitchen of live footage in tunisia","A182JW8U6PO60U","anxious","AMAAE4PQGWD99","none","No","no_agreement","Sat Nov 10 16:28:48 UTC 2012"
"2UV2AC9KSSZVA7G1WFLUSQOYJJ5J1P","I'm slowly trying to piece together what's happening in #tunisia. So much for trying to stay on top of world news. So much happening!","A53VNQRRFQ785","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:23:08 UTC 2012"
"2AOS8SV7WGKCP5ZWVM13BMHASMQQ0J","Deafening Western Silence as Tunisia's Violence Escalates Despite Curfew: http://www.ikhwanweb.com/article.php?id=27820. #tunisia","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:23:43 UTC 2012"
"2YIJPPSI2KYE2V60ZFBLU6WJ6KXQKQ","In Tunisia's capital. protesters return to the streets http://bit.ly/dNPtgT #tunisia #protest","A182JW8U6PO60U","anxious","A3I9UOCM5EXMR2","none","No","no_agreement","Fri Nov 09 07:30:23 UTC 2012"
"2NPD1X3V0FK0PYYDBOSMFPKKCHELEC","All the latest about #tunisia in 5 mns in the news bulletin http://f24.my/9Eh7e7 #sidibouzid #tunis #benali","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:24:25 UTC 2012"
"2KXDEY5COW0LT1DE0MIFTC6VQQLV4Y","#ff @brian_whit and @jilliancyork for the excellent updating of #sidibouzid  #tunisia situation","A182JW8U6PO60U","anxious","AMAAE4PQGWD99","none","No","no_agreement","Sat Nov 10 16:28:38 UTC 2012"
"2VMEGDHDM25LLSNYR6XHMZ6OH0CNDM","status of cybercensorship in tunisia not sure : some can access previously censored websites and pages. might be congestion.","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:24:10 UTC 2012"
"2PWR9Y8TNKIMC20GCP8SAOM0SCHV85","See ""Pamela"" at 1209 http://bbc.in/h4vZwL Looks like govt supporters are out in force on the internet #tunisia","A53VNQRRFQ785","anxious","A182JW8U6PO60U","none","No","no_agreement","Fri Nov 09 23:40:23 UTC 2012"
"2G4AZHHRRLFQDY1YN181SHO9HCDNEF","Swiss newspaper: Tunesians in France watch #tunisia and talk about ben ali: http://tinyurl.com/677y74w (german) #sidibouzid","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:27:15 UTC 2012"
"2TYJ2D21O3W5AREUHZJIAKYESHF8ED","Do you wish your leader was more like this? BBC World Service - http://bbc.in/fSLHdX #anonymous #optunisia #sidibouzid","A53VNQRRFQ785","anxious","A182JW8U6PO60U","none","No","no_agreement","Fri Nov 09 23:38:45 UTC 2012"
"2YQMZ9O9Z6KWH90LRR8RZLFQ3KAB2D","Can anybody confirm military presence in Tunis? #sidibouzid #tunisia #tunisie","A53VNQRRFQ785","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:25:01 UTC 2012"
"2X2CCVLL3CA3GWVLH0VCHNQUATJY8H","Does anyone have any family or friends currently being evacuated from Tunisia? #tunisia","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:26:24 UTC 2012"
"2H1PPSI2KYEPY23IXUCMEWJ3R64LRP","tunisia revolution and #wikileaks: http://con.nu/WBBZ","A53VNQRRFQ785","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:23:32 UTC 2012"
"2B3RGNTBJ3MMQ7JQHHE6AKHBCIZV9U","@The1nbetweener im not in tunisia. i live in sweden. My aunt is here 2. she was only going to visit us but after sein whats gaoin' on...","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:27:33 UTC 2012"
"2WIOHOVR14IXXYGW1C8EKWA60ZL673","can anyone confirm - a police station on fire in Tunis? #sidibouzid #tunisia","AMAAE4PQGWD99","anxious","A3I9UOCM5EXMR2","none","No","no_agreement","Sat Nov 10 16:24:16 UTC 2012"
"297W1INMHGYQHTHY2LXBNMFFRUL6JA","What's the deal with the riots in tunisia?","A53VNQRRFQ785","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:24:14 UTC 2012"
"2VU1PC6SK9RJLF2AA95HUAAPPKAQ23","Important Sky news talking about tunisia live  now","A26L95RMC7I9TB","anxious","A182JW8U6PO60U","none","No","no_agreement","Fri Nov 09 08:16:51 UTC 2012"
"2581SNQQ7Q67DFF1CMER92TQFXKT9D","@thomsonholidays do you have plans to evacuate pax  in tunisia like tc are?","A53VNQRRFQ785","anxious","A3I9UOCM5EXMR2","none","No","no_agreement","Sat Nov 10 22:27:45 UTC 2012"
"2TX806UFBNFS8Q8W7D050W6NJX2G2Z","Rumors of knife armed groups on motobikes and rent cars attacking houses in Attadhmen and ibn khaldoun #tunisia. resident organizing defence","A53VNQRRFQ785","anxious","A182JW8U6PO60U","none","No","no_agreement","Fri Nov 09 23:36:21 UTC 2012"
"2YDKCJ011K27HTLKC0N698N49QKB95","The Guardian live updates from #Tunisia http://www.guardian.co.uk/global/blog/2011/jan/14/tunisia-wikileaks","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:29:42 UTC 2012"
"2C6X7H57DZKPSOIP8N8DU25LBEW1BM","live tunisian revolution http://fr.justin.tv/jasminrevolt/b/277511263? http://fb.me/NMUW767w","A53VNQRRFQ785","anxious","ATBZC1F0M7F2F","none","No","no_agreement","Mon Nov 12 14:13:53 UTC 2012"
"2SKYU98JHSTLODZB7LA9QOBJHFEDP9","@Udi_Jayded welcome youtube dailymotion and others site in tunisia!!!","A182JW8U6PO60U","anxious","A3I9UOCM5EXMR2","proud","No","no_agreement","Fri Nov 09 05:23:03 UTC 2012"
"2XNTYMNCWYB4MPN3K28X91JOQOGLPX","The smell of uprising; now we remember what courage smells like! #tunisia","A182JW8U6PO60U","anxious","A53VNQRRFQ785","proud","No","no_agreement","Sat Nov 10 22:27:17 UTC 2012"
"2KBVOK5UFJ51BH4PG96YYS1CVP969F","hi ronaldo i'm afan from tunisia we love you here good luck","A182JW8U6PO60U","anxious","A53VNQRRFQ785","proud","No","no_agreement","Sat Nov 10 22:22:13 UTC 2012"
"2P1HSTLB3L0FOTNTGLAERREVH1EIUC","Australian students trapped in Tunisia among the violence http://bit.ly/fwUvpx  #sidibouzid #jasminrevolt #optunisia","AMAAE4PQGWD99","anxious","A182JW8U6PO60U","sad","No","no_agreement","Sat Nov 10 16:21:24 UTC 2012"
"2C88H88MQU6LIYP64SSR5X4ALF2TAS","Thousands of Tunisians take to the streets despite president's vow to quit | http://bit.ly/fhxY5e #tunisia #sidibouzid #uprising","A182JW8U6PO60U","anxious","A53VNQRRFQ785","sympathetic","No","no_agreement","Sat Nov 10 22:24:02 UTC 2012"
"2X5TBJ3MMDX5SZLYYCBHJ9MD0K4YCN","-: Thomas Cook evacuates tourists from Tunisia http://travelfuntravel.com/2011/01/14/thomas-cook-evacuates-tourists-from-tunisia/","AMAAE4PQGWD99","anxious","A53VNQRRFQ785","sympathetic","No","no_agreement","Sat Nov 10 22:22:56 UTC 2012"
"2LAMEZZ2MIKM0J8JHJP3GTWW0EPN6U","http://j.mp/g7TXus THE INTERNET IS OUR VOICE DONT LET THEM SILENCE US DONT LET THEM SILENCE YOU #anonymous #operationtunisia #voiceleaks","AMAAE4PQGWD99","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:28:12 UTC 2012"
"2W80ONNVRH1KUYNP8127ENV9OGJNWW","Guys we need an english speaking tunisian staying in tunisa to talk to a very famous turkish tv tonight to witness   #sidibouzid","A53VNQRRFQ785","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:28:56 UTC 2012"
"2XO7D1X3V0FKDM2VUT51U7PKN58DK8","Social activists in Tunisia talk with the BBC http://www.bbc.co.uk/worldservice/news/2011/01/110113_tunisia_riot.shtml #sidibouzid","AMAAE4PQGWD99","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:29:54 UTC 2012"
"2V5LVWJ5OPB0B5UA08DWJ7EPCQPV3D","@calixte exactlu. #tunisia. it only requires power of over minds when it is week. and thus has incomplete power over violence.","AMAAE4PQGWD99","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:23:36 UTC 2012"
"22QI9NZW6HEZJYSFI6YTG69GXIPNXP","http://www.livestation.com/channels/3-al-jazeera-english-english live from Tunisia #optunisia","A53VNQRRFQ785","hopeful","A182JW8U6PO60U","none","No","no_agreement","Fri Nov 09 23:40:51 UTC 2012"
"2X4MEGOOGQSCZGWL2CJEQUUU3WBDDV","any good link for the protests live from Tunis? #tunisia #sidibouzid","A53VNQRRFQ785","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:29:28 UTC 2012"
"2ETNVP3TVOK57PXGT8YQMOZF1MF41J","Death of the Grand Rabbi of Tunisia: http://worldchristian.feedreadnews.com/2011/01/death-of-the-grand-rabbi-of-tunisia/ -","A182JW8U6PO60U","hopeful","A3KDDEV4GCORLB","none","No","no_agreement","Fri Nov 09 07:02:21 UTC 2012"
"2T5HMVHVKCJ0EBYDZEA7HKQW9XV46H","@LukeBozier BBC man on Twitter now asking for footage... if you know of / have access to any. Luke? @BBCRoryCJ #tunisia","A53VNQRRFQ785","hopeful","A182JW8U6PO60U","none","No","no_agreement","Fri Nov 09 23:38:13 UTC 2012"
"2KR5SW6NG1FSGXCYBLPF9FZS2HPIWB","@BabaluVal Do you think the events unfolding in #tunisia could serve as inspiration to those in #cuba? http://nyti.ms/fILyGX","A53VNQRRFQ785","hopeful","A182JW8U6PO60U","none","No","no_agreement","Fri Nov 09 23:41:33 UTC 2012"
"2KD0FK0COK2JRB0IHUB9TRW6RVXQJR","Insightful response from @georgeprof on my questions about Tunisia and media attention - http://bit.ly/dS6CK0 #tunisia #sidibouzid","A53VNQRRFQ785","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:25:15 UTC 2012"
"2VVD2AC9KSSZ87BDIEWU2KQO1C9I08","Chockri emailed @BBC_WHYS :Tunisia has a true opportunity to become the first democracy in the entire arab world. Do you agree? #tunisia","AMAAE4PQGWD99","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 16:28:55 UTC 2012"
"20DCNHMVHVKCWAFCCCY4R79KTST420","God bless us. god bless all the tunisians Fighting For Freedom. It's a new begining. May allah bless us & protect us #Sidibouzid #maniftunis","A3I9UOCM5EXMR2","hopeful","A182JW8U6PO60U","none","No","no_agreement","Fri Nov 09 07:35:53 UTC 2012"
"25DR14IXKO2LMCVP461653YOF82BAK","Tunisian analyst says on Al Jazeera the people want all freedom lovers in the world to support the tunisian people. lambasts the French","A53VNQRRFQ785","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:25:28 UTC 2012"
"2CZ8MZ9O9Z6K9EDX298HZRLFTWB1AR","Good piece by @lewisaidan on #tunisia protests and social media  http://bbc.in/hwJy4Y","A53VNQRRFQ785","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:28:45 UTC 2012"
"2KZVWAVKI62NW0GCZCQ9HQH6EG8QIF","Important: streaming video live from Tunis manifestation now http://bit.ly/eB7bDd  #tunisia.","A53VNQRRFQ785","hopeful","A182JW8U6PO60U","none","No","no_agreement","Fri Nov 09 23:41:03 UTC 2012"
"2Y4VHVKCJ011XCLFBH0KYW61BJR68Q","#ff @brian_whit and @jilliancyork for the excellent updating of #sidbouzid #tunisia situation","A53VNQRRFQ785","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 10 22:26:59 UTC 2012"
"20LNAB6BFMFF18CTLBKJNDGEV8NIV1","Authorities urged to release or charge Tunisian #activists http://goo.gl/fb/m6eWC #detention #tunisia","A53VNQRRFQ785","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 12 14:55:31 UTC 2012"
"2ACHYW2GTP9RNH6GOWS6HYSOI3NNSH","...AND THINGS WILL DEVELOP FROM HERE... http://krz.ch/vS05 THE WORLD IS LISTENING 2THE UNITED POWER OF THE PEOPLE!  #tunisia #freedom #anon","AMAAE4PQGWD99","hopeful","A182JW8U6PO60U","proud","No","no_agreement","Sat Nov 10 16:29:15 UTC 2012"
"21Z1Q6SVQ8H8LW45YVWOJVCI4NJN49","@Dima_Khatib Viva the brave tunisian people","A182JW8U6PO60U","hopeful","A3I9UOCM5EXMR2","proud","No","no_agreement","Fri Nov 09 05:22:00 UTC 2012"
"2C6K5UFJ51Y73O2A78HS9CSTPK2B8G","Social Media Made Tunisian Uprising Possible http://newamericamedia.org/2011/01/social-media-made-tunisian-uprising-possible.php","A53VNQRRFQ785","hopeful","A182JW8U6PO60U","proud","No","no_agreement","Sat Nov 10 22:30:00 UTC 2012"
"297W1INMHGYQHTHY2LXBNMFFRULJ6N","today tunisia vs franch in handball i will support tunisia viva tunisie wwoooooww ^_^","A26L95RMC7I9TB","hopeful","A182JW8U6PO60U","proud","No","no_agreement","Fri Nov 09 08:16:12 UTC 2012"
"231TUHYW2GTPM1OIKFNM969YVK2LQO","The Tunisian Activist Slim Amamou is now free #sidibouzid #tunisia #Freedom http://wp.me/pEAit-qA","A182JW8U6PO60U","hopeful","A53VNQRRFQ785","proud","No","no_agreement","Fri Nov 09 23:39:54 UTC 2012"
"218W618N46UXSMRFX73E1NDSQP7QOA","Tunisia's youth finally has revolution on its mind #sidibouzid #optunisia #nawaat #protest #riot","AMAAE4PQGWD99","hopeful","A182JW8U6PO60U","proud","No","no_agreement","Sat Nov 10 16:29:00 UTC 2012"
"2P4QU6L5OBVCVB58PE1IRF7GXXXFYG","Best thing about the #JasminRevolt It is Tunisian without any foreign intervention! #sidibouzid #proudtunisian","AMAAE4PQGWD99","hopeful","A182JW8U6PO60U","proud","No","no_agreement","Sat Nov 10 16:26:37 UTC 2012"
"2V9ILKH1Q6SV3IVJ0WHUEL5OERZJ0M","ill always close my eyes and #prayfortunisia","A182JW8U6PO60U","hopeful","A2I8VBHRESMG9S","sympathetic","No","no_agreement","Fri Nov 09 06:17:05 UTC 2012"
"248Y2RCJK63Z8OHSJABUQAQ9MHRV6J","Make this day historical for all tunisians suggest posts about demonstration in tunis to this tumblr  http://bit.ly/fwGPR6 #sidibouzid","A182JW8U6PO60U","hopeful","A53VNQRRFQ785","sympathetic","No","no_agreement","Fri Nov 09 23:35:45 UTC 2012"
"29ACXKNQY2RCWUKER553PR0KXEWQ1M","@FunnyMaddie haha :P tunisia is really cheap ;) x","A182JW8U6PO60U","none","A53VNQRRFQ785","proud","No","no_agreement","Sat Nov 10 22:21:44 UTC 2012"
"2808IUB2YU98WR64DLUL8FBJCEB8KX","the people have spoken #tunisia #sidibouzid","A3I9UOCM5EXMR2","none","A182JW8U6PO60U","proud","No","no_agreement","Fri Nov 09 13:27:32 UTC 2012"
"2K80JG5TYMNC98PF1P0S0SHX4X6LHS","friends in tunisia","A182JW8U6PO60U","none","A53VNQRRFQ785","proud","No","no_agreement","Fri Nov 09 23:36:01 UTC 2012"
"2I3Y58B727M0VQTV9NS66FSVI0HVA9","#tunisia 2day is very diffrnt than the time my aunt lived there and was sent out of the country bcz she named her dog after #Bourguiba !lol!","A182JW8U6PO60U","none","A53VNQRRFQ785","proud","No","no_agreement","Sat Nov 10 22:20:16 UTC 2012"
"2MPDZKPFE4EGQRRXUFC8Q9NZZ246G6","Tunisia: Put your feet on the street while you still can #tunisia #sidibouzid","A182JW8U6PO60U","none","A53VNQRRFQ785","proud","No","no_agreement","Fri Nov 09 23:37:26 UTC 2012"
"27ACM6IAA2SEV485SAFQSKA4LEFLLZ","@ruskin147 Contact lecturer Sue Bleasdale at Mdx Uni - she takes a group to tunisia each year for development studies!","AMAAE4PQGWD99","none","A182JW8U6PO60U","proud","No","no_agreement","Sat Nov 10 16:25:51 UTC 2012"
"2TRKSSZVXX2QHF85C0FYONIW4JEN5E","driving to work saw huge advert on back of bus ""cometotunisia.co.uk - only 2.5 hrs away"" erm.... really? http://bbc.in/eyb3wb","A182JW8U6PO60U","none","A53VNQRRFQ785","sad","No","no_agreement","Sat Nov 10 22:28:31 UTC 2012"
"2FJTHV8ER9Y86XYTE9JMDKFHVYAQ3E","I suggested about going to tunisia on holiday to find all the crime that's occurring","A182JW8U6PO60U","none","A53VNQRRFQ785","sad","No","no_agreement","Sat Nov 10 22:25:59 UTC 2012"
"2U6BDDP8PJWK7NRJPW23Y39Z37TG50","Video of the manif in tunisia http://www.facebook.com/#!/video/video.php?v=1830245315151&oid=251054563452&comments","A182JW8U6PO60U","none","A53VNQRRFQ785","sad","No","no_agreement","Sat Nov 10 22:24:34 UTC 2012"
"2JS1QP6AUC26QQKI5BO330FK38B18N","ENARM:Tunisian Leader Vows to Step Down in 2014 - Voice  http://enarm.org/tunisian-leader-vows-to-step-down-in-2014-voice-of-america-ENARM/","A182JW8U6PO60U","none","A53VNQRRFQ785","sympathetic","No","no_agreement","Sat Nov 10 22:24:52 UTC 2012"
"2SVPGFL6VCPWCJ5Y569O31S7VJQ6LC","who first coined the phrase ""jasmine revolution"" ?? #tunisia","A182JW8U6PO60U","none","A53VNQRRFQ785","sympathetic","No","no_agreement","Sat Nov 10 22:23:51 UTC 2012"
"2VMBLYHVI44O5CYWMI4NMZSBDLSW2E","Tunisian protests continue after president promises to step down http://gu.com/p/2mda3/tf #jasminrevolt #tunisia #optunisia #sidibouzid","A182JW8U6PO60U","none","A53VNQRRFQ785","sympathetic","No","no_agreement","Sat Nov 10 22:30:11 UTC 2012"
"2B5U8LZ6R70GI1NJ5IA33E7WVOG6ME","you should care about what happens in tunisia. http://ow.ly/3DOVi will ousting the prez lead to an islamic democracy? whatll it look like?","A182JW8U6PO60U","none","A3I9UOCM5EXMR2","sympathetic","No","no_agreement","Fri Nov 09 07:29:25 UTC 2012"
"2Q69Z6KW4ZMACRV2JV6Q8ONNYN46F7","#sidibouzid #tunisia #tunisie. Twitter. Anonymous. FaceBook and Aljazeera participate in the FIRST Gvt attack and perhaps put it down.","A182JW8U6PO60U","proud","A53VNQRRFQ785","sympathetic","No","no_agreement","Sat Nov 10 22:20:44 UTC 2012"
"21ICOK2JE1M72UYKD1N6WZAC308NUX","@Dima_Khatib My heart and soul are with the tunisian people ... wish I was there. You are heros already ... all eyes are fixed upon you","A182JW8U6PO60U","proud","A2I8VBHRESMG9S","sympathetic","No","no_agreement","Fri Nov 09 07:30:45 UTC 2012"
"29UWY2AOO2GMZOUZGQHSKM6ID6P44W","@JustinInTunisia Aah so ... Im mexican n' tunisian but i live in france !! I saw what happens in Tunisia .bless u all","A182JW8U6PO60U","proud","A26L95RMC7I9TB","sympathetic","No","no_agreement","Fri Nov 09 08:15:30 UTC 2012"
"22T3L0FBJ9IOOTSUJOMEDRPR5INNZM","my memories of reporting in tunisia = repression excessive even by arab autocracy standards + hearty us support for govt. just sayin","A182JW8U6PO60U","proud","A53VNQRRFQ785","sympathetic","No","no_agreement","Fri Nov 09 23:36:48 UTC 2012"
"27PQ67051QKC01FDL0315MGI3R1FZ7","@electric589 @jrug im from tunisia myself.. i feel sorry for the ppl down there...","AMAAE4PQGWD99","sad","A182JW8U6PO60U","sympathetic","No","no_agreement","Sat Nov 10 16:28:06 UTC 2012"
"27DJ8EBDPGFLJ5Q0O90RVDWIRROG1I","@MiranianDilemma Australian students trapped in Tunisia among the violence http://bit.ly/fwUvpx  #sidibouzid #jasminrevolt #optunisia","A182JW8U6PO60U","sad","A53VNQRRFQ785","sympathetic","No","no_agreement","Fri Nov 09 23:37:43 UTC 2012"
